# multipoles
# s[mm] polynom_b[n=1][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=9][T/m^n] polynom_b[n=13][T/m^n] 
+0.0000000000000000e+00 -8.9071557860077288e-01 -1.7637952757273652e+04 -1.1654192496849942e+11 -4.4851224015862624e+16 
+1.0000000000000001e-01 -8.9071557471582397e-01 -1.7638865170029854e+04 -1.1651095650304425e+11 -4.5087879380759792e+16 
+2.0000000000000001e-01 -8.9071556405901442e-01 -1.7641356592723409e+04 -1.1642590396115356e+11 -4.5740032566174584e+16 
+3.0000000000000004e-01 -8.9071554812735054e-01 -1.7645058306386738e+04 -1.1629854654104607e+11 -4.6720964648648336e+16 
+4.0000000000000002e-01 -8.9071552841784141e-01 -1.7649601592408722e+04 -1.1614066342528442e+11 -4.7943956822691560e+16 
+5.0000000000000000e-01 -8.9071550642744812e-01 -1.7654617737801160e+04 -1.1596403367043002e+11 -4.9322291025364560e+16 
+6.0000000000000009e-01 -8.9071548365318542e-01 -1.7659738023524773e+04 -1.1578043646702489e+11 -5.0769248410591944e+16 
+7.0000000000000007e-01 -8.9071546159209913e-01 -1.7664593725786861e+04 -1.1560165112356992e+11 -5.2198109396101880e+16 
+8.0000000000000004e-01 -8.9071544174114781e-01 -1.7668816132039508e+04 -1.1543945668487224e+11 -5.3522155995751720e+16 
+9.0000000000000002e-01 -8.9071542559735928e-01 -1.7672036521596892e+04 -1.1530563237877902e+11 -5.4654669142436384e+16 
+1.0000000000000000e+00 -8.9071541465772541e-01 -1.7673886177278655e+04 -1.1521195736278516e+11 -5.5508930153461080e+16 
+1.1000000000000001e+00 -8.9071540997753973e-01 -1.7674102105946764e+04 -1.1516695061301025e+11 -5.6021843248826976e+16 
+1.2000000000000002e+00 -8.9071541084515604e-01 -1.7672844225746343e+04 -1.1516609005615974e+11 -5.6224806120236960e+16 
+1.3000000000000000e+00 -8.9071541610725391e-01 -1.7670378174972746e+04 -1.1520159353944231e+11 -5.6172838707809096e+16 
+1.4000000000000001e+00 -8.9071542461047615e-01 -1.7666969596837578e+04 -1.1526567879169246e+11 -5.5920961678302224e+16 
+1.5000000000000000e+00 -8.9071543520152385e-01 -1.7662884127018700e+04 -1.1535056371850368e+11 -5.5524194630904608e+16 
+1.6000000000000001e+00 -8.9071544672699199e-01 -1.7658387414264718e+04 -1.1544846592476651e+11 -5.5037558961829792e+16 
+1.7000000000000002e+00 -8.9071545803355900e-01 -1.7653745096994091e+04 -1.1555160325358231e+11 -5.4516074641368736e+16 
+1.8000000000000000e+00 -8.9071546796790557e-01 -1.7649222814322853e+04 -1.1565219352301254e+11 -5.4014761819581960e+16 
+1.9000000000000001e+00 -8.9071547537666496e-01 -1.7645086209455498e+04 -1.1574245447267195e+11 -5.3588641063989368e+16 
+2.0000000000000000e+00 -8.9071547910651316e-01 -1.7641600921559475e+04 -1.1581460392525110e+11 -5.3292732476825552e+16 
+2.1000000000000001e+00 -8.9071547821739072e-01 -1.7638969165127328e+04 -1.1586298046375375e+11 -5.3165893425335344e+16 
+2.2000000000000002e+00 -8.9071547262256134e-01 -1.7637139423902241e+04 -1.1589040645353270e+11 -5.3182325884825600e+16 
+2.3000000000000003e+00 -8.9071546244863808e-01 -1.7635996746721361e+04 -1.1590182525261261e+11 -5.3300067719106936e+16 
+2.4000000000000004e+00 -8.9071544782215117e-01 -1.7635426192737879e+04 -1.1590217998341275e+11 -5.3477158191216800e+16 
+2.5000000000000000e+00 -8.9071542886969868e-01 -1.7635312812331602e+04 -1.1589641397262204e+11 -5.3671635335857576e+16 
+2.6000000000000001e+00 -8.9071540571780505e-01 -1.7635541665296285e+04 -1.1588947032843686e+11 -5.3841538500393256e+16 
+2.7000000000000002e+00 -8.9071537849311078e-01 -1.7635997797020889e+04 -1.1588629248952222e+11 -5.3944905060112160e+16 
+2.8000000000000003e+00 -8.9071534732211088e-01 -1.7636566271317264e+04 -1.1589182346730748e+11 -5.3939774955631824e+16 
+2.9000000000000004e+00 -8.9071531233142209e-01 -1.7637132135819244e+04 -1.1591100665579866e+11 -5.3784185805569224e+16 
+3.0000000000000000e+00 -8.9071527364762171e-01 -1.7637580444699586e+04 -1.1594878528444786e+11 -5.3436176259244952e+16 
+3.1000000000000001e+00 -8.9071523154180876e-01 -1.7637819883171218e+04 -1.1600839926190337e+11 -5.2869362021874664e+16 
+3.2000000000000002e+00 -8.9071518686349982e-01 -1.7637853628493049e+04 -1.1608627588457632e+11 -5.2119663232594736e+16 
+3.3000000000000003e+00 -8.9071514060664292e-01 -1.7637708501479552e+04 -1.1617713882783939e+11 -5.1238578923293032e+16 
+3.4000000000000004e+00 -8.9071509376527669e-01 -1.7637411312007742e+04 -1.1627571201754620e+11 -5.0277606632077880e+16 
+3.5000000000000000e+00 -8.9071504733344653e-01 -1.7636988868759814e+04 -1.1637671941063120e+11 -4.9288243697312008e+16 
+3.6000000000000001e+00 -8.9071500230511880e-01 -1.7636467990565052e+04 -1.1647488472560846e+11 -4.8321988902886696e+16 
+3.7000000000000002e+00 -8.9071495967437664e-01 -1.7635875481167372e+04 -1.1656493203599402e+11 -4.7430338880056592e+16 
+3.8000000000000003e+00 -8.9071492043518363e-01 -1.7635238160386139e+04 -1.1664158503058316e+11 -4.6664792614048760e+16 
+3.9000000000000004e+00 -8.9071488558159650e-01 -1.7634582834992201e+04 -1.1669956771586609e+11 -4.6076847127911008e+16 
+4.0000000000000000e+00 -8.9071485610758983e-01 -1.7633936322536392e+04 -1.1673360384344498e+11 -4.5718000992983424e+16 
+4.1000000000000005e+00 -8.9071483255005957e-01 -1.7633335752933646e+04 -1.1673966638968622e+11 -4.5626580278387952e+16 
+4.2000000000000002e+00 -8.9071481361727423e-01 -1.7632859539542336e+04 -1.1671872450293526e+11 -4.5788225195203296e+16 
+4.2999999999999998e+00 -8.9071479756041771e-01 -1.7632596409427359e+04 -1.1667299651693916e+11 -4.6175403716987048e+16 
+4.4000000000000004e+00 -8.9071478263056569e-01 -1.7632635102225991e+04 -1.1660470048733635e+11 -4.6760585441953744e+16 
+4.5000000000000000e+00 -8.9071476707889108e-01 -1.7633064345883235e+04 -1.1651605473366589e+11 -4.7516238405552952e+16 
+4.6000000000000005e+00 -8.9071474915653848e-01 -1.7633972871468442e+04 -1.1640927750853992e+11 -4.8414831030212952e+16 
+4.7000000000000002e+00 -8.9071472711464139e-01 -1.7635449411803365e+04 -1.1628658701992946e+11 -4.9428832016370264e+16 
+4.8000000000000007e+00 -8.9071469920428492e-01 -1.7637582706164827e+04 -1.1615020132159685e+11 -5.0530711008852592e+16 
+4.9000000000000004e+00 -8.9071466367667596e-01 -1.7640461477022454e+04 -1.1600233887434059e+11 -5.1692935146357408e+16 
+5.0000000000000000e+00 -8.9071461878294056e-01 -1.7644174458893442e+04 -1.1584521783831342e+11 -5.2887973447794488e+16 
+5.1000000000000005e+00 -8.9071456354577883e-01 -1.7648725991052317e+04 -1.1568232893512953e+11 -5.4082537667258200e+16 
+5.2000000000000002e+00 -8.9071450007469788e-01 -1.7653782772220256e+04 -1.1552225446730107e+11 -5.5220302639553536e+16 
+5.3000000000000007e+00 -8.9071443125055261e-01 -1.7658927135404407e+04 -1.1537484860063815e+11 -5.6239190174867408e+16 
+5.4000000000000004e+00 -8.9071435995445436e-01 -1.7663741381681069e+04 -1.1524996623935863e+11 -5.7077117654439400e+16 
+5.5000000000000000e+00 -8.9071428906733019e-01 -1.7667807834846219e+04 -1.1515746176523639e+11 -5.7672005583694368e+16 
