# multipoles
# s[mm] polynom_b[n=1][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=9][T/m^n] polynom_b[n=13][T/m^n] 
+0.0000000000000000e+00 -1.7797969636676335e+01 -3.5253922034342051e+05 -2.3283745527527197e+12 -8.9640345876090368e+17 
+1.0000000000000001e-01 -1.7797969581320615e+01 -3.5255606674851297e+05 -2.3277940049380034e+12 -9.0086219494572454e+17 
+2.0000000000000001e-01 -1.7797969428117270e+01 -3.5260222781166225e+05 -2.3261948722194849e+12 -9.1318262859333990e+17 
+3.0000000000000004e-01 -1.7797969196361276e+01 -3.5267113639134949e+05 -2.3237909186108193e+12 -9.3178111014988416e+17 
+4.0000000000000002e-01 -1.7797968905345641e+01 -3.5275622558062134e+05 -2.3207959029446011e+12 -9.5507402022139302e+17 
+5.0000000000000000e-01 -1.7797968574366248e+01 -3.5285092814984551e+05 -2.3174235910735342e+12 -9.8147769885943270e+17 
+6.0000000000000009e-01 -1.7797968222718328e+01 -3.5294867692145112e+05 -2.3138877480086060e+12 -1.0094084898725283e+18 
+7.0000000000000007e-01 -1.7797967869694535e+01 -3.5304290502095461e+05 -2.3104021318397129e+12 -1.0372827783628012e+18 
+8.0000000000000004e-01 -1.7797967534590260e+01 -3.5312704528101208e+05 -2.3071805070129604e+12 -1.0635169126788302e+18 
+9.0000000000000002e-01 -1.7797967236700835e+01 -3.5319453051366075e+05 -2.3044366386968560e+12 -1.0865272360178121e+18 
+1.0000000000000000e+00 -1.7797966995320014e+01 -3.5323879372332979e+05 -2.3023842877077061e+12 -1.1047301173107553e+18 
+1.1000000000000001e+00 -1.7797966824406512e+01 -3.5325506072889239e+05 -2.3011806112158174e+12 -1.1169560792622924e+18 
+1.2000000000000002e+00 -1.7797966716574958e+01 -3.5324572898790863e+05 -2.3007563444853472e+12 -1.1236922981394870e+18 
+1.3000000000000000e+00 -1.7797966659105473e+01 -3.5321498870149330e+05 -2.3009856207680918e+12 -1.1258400942725971e+18 
+1.4000000000000001e+00 -1.7797966639274634e+01 -3.5316703050250903e+05 -2.3017425635547651e+12 -1.1243008456613055e+18 
