# multipoles
# s[mm] polynom_b[n=1][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=9][T/m^n] polynom_b[n=13][T/m^n] 
+0.0000000000000000e+00 -1.8686294500608764e+01 -3.7021432827992621e+05 -2.4447837859811631e+12 -9.3533853832679718e+17 
+1.0000000000000001e-01 -1.8686294417048945e+01 -3.7023593939365697e+05 -2.4440585907605801e+12 -9.4083409871961984e+17 
+2.0000000000000001e-01 -1.8686294187469873e+01 -3.7029502971473051e+05 -2.4420651422951816e+12 -9.5598702533344947e+17 
+3.0000000000000004e-01 -1.8686293843524549e+01 -3.7038298439956387e+05 -2.4390766537395439e+12 -9.7879664182629069e+17 
+4.0000000000000002e-01 -1.8686293416865620e+01 -3.7049118866450404e+05 -2.4353663367114546e+12 -1.0072622816005798e+18 
+5.0000000000000000e-01 -1.8686292939145162e+01 -3.7061102779487224e+05 -2.4312074012789131e+12 -1.0393832871378057e+18 
+6.0000000000000009e-01 -1.8686292442015610e+01 -3.7073388702082448e+05 -2.4268730588406260e+12 -1.0731589928420493e+18 
+7.0000000000000007e-01 -1.8686291957129612e+01 -3.7085115154403821e+05 -2.4226365214981338e+12 -1.1065887286798116e+18 
+8.0000000000000004e-01 -1.8686291516139086e+01 -3.7095420667766256e+05 -2.4187709986118857e+12 -1.1376718416017009e+18 
+9.0000000000000002e-01 -1.8686291150697059e+01 -3.7103443757609226e+05 -2.4155497033299907e+12 -1.1644076555338665e+18 
+1.0000000000000000e+00 -1.8686290892455464e+01 -3.7108322954309516e+05 -2.4132458453135059e+12 -1.1847955153185741e+18 
+1.1000000000000001e+00 -1.8686290763680965e+01 -3.7109440324991895e+05 -2.4120581603031802e+12 -1.1973719806731715e+18 
+1.2000000000000002e+00 -1.8686290749097616e+01 -3.7107152112986625e+05 -2.4118874809735850e+12 -1.2028225167688154e+18 
+1.3000000000000000e+00 -1.8686290824041485e+01 -3.7102058131012769e+05 -2.4125601586503779e+12 -1.2023698477840189e+18 
+1.4000000000000001e+00 -1.8686290963852535e+01 -3.7094758147190994e+05 -2.4139025547375117e+12 -1.1972366380847055e+18 
+1.5000000000000000e+00 -1.8686291143865358e+01 -3.7085851991889224e+05 -2.4157410165367871e+12 -1.1886456358189788e+18 
